product_id,merchant_id,name,preferred,mall,avg_rating,total_rating,total_sold,price,qty_avail,fav_count,description,img_src
bdb6abae-ed6c-4bcb-9e30-73146884765a,8b7a365b-7374-4bad-ba3e-7e6d4f33ac98,Vocoal Bluetooth Headphone Multifunctional Headset With Plug-in Card Stereo HIFI Bass Earphone Bluetooth 5.0 Hands-free Headset With Microphone With Noise Canceling Mic,1,0,4.7,23,38,$17.99,22 pieces available,Favorite (45),"🌹 Vocoal Singapore Flagship Store: ✅ Brand: Vocoal ✅ 100% Stock Ready, Ship in 24 Hours ✅ Ship from Singapore, 2~5 Days Delivered ✅ 3 Months Local Supplier Warranty ✅ Vocoal☜ ☜ Click Store Link to Have More Products (Bags, Lights, Sunglasses, Toys etc.)❤❤❤ Specifications: Type: Bluetooth Headphone Bluetooth Grade: V5.0 Battery: 3.7V / 400mAh Charging Time: 2H Endurance: 16Hours Support: Bluetooth + FM + Card + Audio 
 💖 Product Description: ►Foldable Design: The earphone is foldable, small and portable, and can be easily stuffed into a bag without occupying other places. ►Leather Earmuffs: The soft protein leather ear cushions and retractable headband reduce the burden on your ears and noise. Wear it for a long time without discomfort. ►Bluetooth 5.0: Bluetooth 5.0 chip, lower power consumption and higher compatibility. HiFi powerful bass stereo effect, deep bass stereo, enjoy wireless high quality music compatible with any device with Bluetooth function. ►High Endurance: Built in 3.7V / 400mAh battery, one charge can provide about 16 hours of music time or talk time. Zero delay, play the game smoothly, as low as almost no delay, synchronize the live battlefield to help you seize the opportunity to win. 📦 Package Include: 1 * Bluetooth Headset 1 * Type-C Charging Cable 1 * Audio Line  1 * Manual",https://down-sg.img.susercontent.com/file/sg-11134207-23030-mks79aurwpov4e_tn
323a2d20-346c-4373-8536-9460c2446a8a,c381d772-340b-4604-8c59-9a7d7e3ea7ef,【SG Local】Wireless headphones heavy bass noise reduction bluetooth earphones mobile phone computer universal bluetooth,1,0,5.0,24,51,$21.80,22 pieces available,Favorite (46),"Welcome to Sehold official store
We promise: 100% original! Spot goods! fast shipments! well package! 1 year warranty!

✅Delivery: Orders will be shipped within 24 hours.
✅ Wholesale and resale are welcome.
✅ Hope you enjoy your shopping.

【Basic Details】
Product: Wireless Headphones
Bluetooth standard: Bluetooth 5.1
Communication: wireless + wired
Features: fast charging
Features: Bluetooth, Microphone, True Wireless Stereo, Amazon Alexa Ready, Headphones
Material: ABS, Silicone
Style: Headphones
Memory Card Support: Yes
Volume Control: Yes
Wireless Latency: Less than 30ms
Line length: 1M
Uses: Portable Media Players, Cell Phones, Computers, DJs, Gaming, Travel, Hi-Fi Headphones
Connector: TYPE-C
Wireless Type: Bluetooth
Control buttons: yes
Charging time: 1 hour
Type: over-ear
Color: Dolomite/Vibrant Orange/Classic Gray

【Package Contents】
1 x earphone
1 x 3.5mm cable
1 x charging cable

【make sure】
1. We promise 1 year warranty.
2. If you have quality problems or you are not satisfied, we offer return and refund.
3. If you have any questions, please contact me.


【100% Customer Service】
1. We are the original manufacturer.
2. All products are 100% brand new and original.
3. We are committed to providing the best quality products at affordable prices.
4. Committed to providing a good customer experience!
5. Customer satisfaction is our important pursuit as always.
6. Everyone can buy with confidence from us, getting original products with our excellent customer service.",
15eecb2b-4a23-4b78-be6c-38eadfa1be51,ad8c03fc-e5a1-43cf-a848-fd425d5cdfaf,SonicGear AirPhone 6 Wireless Bluetooth Headphones With Mic,1,0,4.7,291,842,$30.90,22 pieces available,Favorite (1.4k),"Welcome to SonicGear Official Store where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today! 
 
 Package Contains: - SonicGear AirPhone 6 x1 - Type-C Charging Cable x1 - 3.5mm Audio Jack x1 - User Manual x1 
 Warranty Instructions:  - SonicGear 1 Years Limited Hardware Warranty - Register warranty at https://leapfroglobal.com/register - Product with no serial number provided, use Order ID on the platform for warranty claim purpose 
 Website: https://leapfroglobal.com/home/sonicgear		 Facebook: SonicGear YouTube: SonicGear #SonicGear #AirPhone6 #WirelessHeadset #Bluetooth #Over-Ear",
863e665d-f477-4741-b2d6-5835d83a6ec3,f37b54ca-c44f-4734-b583-2c72b00be509,"G60 Gaming Headset 7.1 Stereo Surround Sound, USB Headset Noise Canceling Mic Over Ear Headphone (USB Wired Headphone)",1,0,5.0,5,14,$11.90,22 pieces available,Favorite (3),"Headset Key Features: ✅  High Quality 7.1 Surround Sound Headphone ✅  Noise Cancelling Microphone  ✅  Plug and Play. Easy to Setup. No Software Installation ✅  Solid 50mm Speaker Unit (Power) ✅  360 Omni-directional Microphone  ✅  Big Comfortable Ear Cushions (Over the Ear) ✅  Universal USB interface. USB Wired Interface  ✅  7 Colourful Lights ✅  This is a Wired Headset ✅  Lightweight Design ✅  System Compatibility with Windows Vista, Windows 7, Windows 8, Windows 10, Android, IOS and Mac OS 
",
d4762088-f54e-4297-aefe-b7a5c2fc5b76,a1fae61e-f258-4d22-8d36-f9c85fe40979,Baseus D03 Wireless Headphones Bluetooth 5.3 Low Latency With mic 3.5mm jack For Notebook / Speaker / Computer,1,0,4.8,115,303,$32.29,22 pieces available,Favorite (418),"Hey~ Welcome to Baseus Flagship Official Store!!! Please read the product description clearly,choose u need.Most items have ready stocks! Enjoy~ ❥Package： 1* D03 Wireless Headphone 1*Type-c charging cable 1*Type-c to 3.5mm adapter cable ❥Parameters: Model: Baseus Enock D03 Material: ABS+PC+metal Wireless version：V5.3 Communication distance：10 m Battery capacity：300mAh/1.11Wh Music playing time：30 hours（volume at 70%） Rated input：DC5V ⎓ 500mA Fully charging time：about 2 hours Frequency response range：20Hz-20kHz Charge interface：Type-C Color: Black/White Weight: About 211g",https://down-sg.img.susercontent.com/file/cn-11134207-7qukw-lhih1o4qskwz10_tn
b5f3f2c3-b956-4425-b7cc-be3096221401,cbf551ca-7f92-4cbc-ba18-608221fd37ea,【SG】KOTION EACH G2000 Headset Gamer Stereo Gaming Headphones with Mic/Led Light for PS4/XBox One/PC/Laptop,1,0,4.8,89,211,$19.90,22 pieces available,Favorite (141),"Spark Joy - Bringing you quality curated products from around the world
---------------------------------------------------
📍 Ship from Singapore warehouse  
★ All ready-stock products in Singapore
★ Fast Dispatch to SingPost/J&T Express/NinjaVan
---------------------------------------------------

🌟 Monday - Thursday 🌟
All Orders placed before 5 pm will be sent out via J&T/NinjaVan/SingPost the Next Day.

🌈 Friday - Sunday 🌈
All Orders will be sent out via J&T/NinjaVan/SingPost on the coming Monday.

🛑 SHIPPING OPTIONS 🛑
◼ J&T Express (With Tracking)


🔎 Why choose the G2000 Gaming Headset?

👍【MULTI-PLATFORM COMPATIBILITY】Support PS4, PS4 Pro/Slim, Xbox One S/X, Windows PC, Mac computer, Nintendo Switch/3DS (audio), PSP, Laptop, iPad, Mobile Phone. Note: A Microsoft Adapter is required (Not Included) for OLD VERSION Xbox One controller.

👍【IMMERSIVE GAMING EXPERIENCE】Stunning LED lights designed on earcups quickly blasts the atmosphere of your game. High precision 50mm magnetic neodymium driver provides you vivid sound field, high quality stereo sound for game playing.

👍【GREAT COMFORT TO WEAR】Extreme soft and ventilate Protein ear cushion ensures the great comfort for long time wearing. Headset with height adjustable headband fit for almost all head sizes.

👍【NOISE ISOLATING MICROPHONE】Over-ear headphones with 120 degree rotating microphone, background noise can be perfectly reduced for clear voice pick up and your messages can be clearly delivered without distortion in the heat of gaming.



Notes:
1. An Extra Microsoft adapter (Not Included) is needed when connect with old version Xbox One controller.
2. A 1-to-2 3.5mm jack splitter cable (NOT Included) is needed when you connect with PC if you want to use headphone and microphone at the same time.
3. The USB interface is only used for power supply to LED light to highlight the atmosphere of the game.


🔎 Specifications for G2000:
Sensitivity: 108dB +/- 3Db
Frequency range: 20-20KHz
Mic sensitivity: -38dB +/- 3dB
Directivity: Omnidirectional
Headset interface: 3.5mm + USB (USB is only used for LED)
Cable length: Approx. 2.2m
Headphone weight: 383g


🔎 Package Includes:
1 x Gaming Headsets；1 x User Manual",
6cee19d7-8c5b-4a2e-999f-b301c7837092,174c12a9-00d4-451b-aee8-a90173579417,(Original) Logitech H111 Stereo Headset black 1 Year Singapore Warranty 981-000588,1,0,4.9,968,2.8k,$11.49,4537 pieces available,Favorite (581),"- Brand New Set
- 1 Year Singapore Warranty by Logitech Singapore Service Centres

Product Dimensions
Component: Headset
H x W x D: 160 mm (6.3 inch) x 210 mm (8.3 inc) x 50 mm (2 inch)
Weight: 73.2 g (2.6 ounce)

General Product Specifications:
OS/Platform Support (at release): Windows Vista, Windows 7, Windows 8 / 8.1, Windows 10, Mac OS X 10.5 or later, Chrome OS, Linux Kernel 2.6+, iOS, Android

Headsets and Earphones Specifications
Connection Type:	Single 3.5mm jack
Cable Length:	1.8m (5.9ft)
Adjustable Headband:	Yes
Headband Padding:	No
Earcup Padding:	Yes
Headband Design:	Over the head
Frequency Response:	20Hz to 20kHz (headphone) 100 Hz –16,000 Hz (microphone)
Inline Audio Controls:	N/A
Microphone:	Yes
Microphone Type:	Rotating Boom
Noise Canceling:	Yes
Sensitivity:	100dB +/-3dB (headphone) -58 dBV/µBar, -38 dBV/Pa +/- 4 dB (microphone)
Input Impedance:	32ohm
Earphone Design:	Over the ear
Left / Right Letter Indication	Yes",
edcaecef-2812-4539-a6a9-f369343f94f1,15d2f539-b21b-4056-b5ea-d4a9545b6b0a,Belkin AUD002bt SoundForm Mini Wireless On-Ear Headphones for Kids,1,0,4.9,80,360,$60.00,4537 pieces available,Favorite (328),"AT A GLANCE: Premium headphones, designed for kids 28-30 hours battery life for nonstop listening Maximum volume of 85dB* protects kids’ ears Compatible with popular distance-learning apps and devices Spill and accident-proof materials for durability Intuitive controls are easy for kids to use Protected by 2-year warranty COMPATIBLE WITH: This product is compatible with all the latest Bluetooth-enabled devices, including smartphones, tablets, and more. iPhone 15 Pro Max iPhone 15 Pro iPhone 15 Plus iPhone 15 Galaxy S23 Ultra Galaxy S23+ Galaxy S23 iPhone 14 Series iPhone 13 Series iPhone 12 Series iPad mini 6th Gen iPad 9th gen Galaxy Z Flip 3 Galaxy S20 FE Galaxy S20 Series Galaxy S21 Series Galaxy S22 Series Galaxy Note20 Series 
 PACKAGE INCLUDES: Mini Wireless On-Ear Headphones (AUD002bt) Micro-USB cable 3.5mm cable",
f0e0baf4-1335-4289-a13f-1e78cf5d1bc8,aa323631-838f-499d-af6e-2736e8ff8760,"Headphone - Lifely Kitty RBG Bluetooth Headphone, 3D Stereo Sound, Low Latency Music, Bluetooth 5.3 Wireless Headphone",1,0,4.9,58,117,$14.88,4537 pieces available,Favorite (109),"HEADPHONE - 🎧 Why I Risked My Manhood for These Kitty Bluetooth Headphones 🎧 😹 
 💕 I Ship in 24 Hours except for weekends 💕  Stocks at Woodlands 
 People laugh 😂 when they see a bald fat guy like me wearing Kitty Bluetooth Headphones 🐱 during virtual meetings. But you know what?  I wouldn’t have it any other way. 🙌 
 🎶 The Quest for The Ultimate Headphone 🎶 😔 
 My life was a never-ending loop of disappointment 😢. I tried 8 different headphones. EIGHT! 😱 Imagine the heaps of dollars 💸 that went down the drain.  
 Some had audio issues that made Beethoven sound like he was composing in a fishbowl 🐟. Others, connection so bad, it was like trying to stream Netflix 📺 on a 56k modem.  
 💡 The Light at the End of the RGB Tunnel 💡 😲 
 And then, these Kitty Headphones 🐱 pranced into my life. Don’t laugh 😅. With its RGB lights , I'm basically a walking disco party 🕺 (talk about stealing the spotlight, eh?). But there's more to this kitty than meets the eye 😏. 
 🔊 Sound Quality 🔊 
 Thanks to its 40mm tuning units and 3D stereo sound effect, listening to music is like being front-row at a live concert . We're talking studio-quality sound that has the richness of a triple fudge sundae  
 📡 Connectivity 📡 👏 The Bluetooth 5.3 version means no lag or audio delays 🙅‍♂️. You could watch a thriller and still be on the edge of your seat, not frustrated by out-of-sync dialogue 
 🔋 Battery Life 🔋 A whopping 800 mah battery! Get 10 hours of continuous listening with just 1.5 hour charge 
 ✔️ YOU ARE PROTECTED - When you support Lifely products, it means you are always covered when something goes wrong. 
 ✅ Stocks Limited! Add to Cart Now! ✅ 
 
 AFTER SALES SERVICE, WARRANTY, EXCHANGE POLICIES & REFUNDS 
 We VOW to do our best to resolve any issues for all our supporters even if its at our own costs.  
 Within 7 days if you receive a defect product, don't worry we will personally go down to your preferred location to exchange for you. After 7 days please do come down to our office for the exchange. 
 But it puts us in a very conflicting position whenever someone first negatively review us without giving us an opportunity to help them. So all sales will be deemed final with warranties, refunds and aftersales service voided automatically if negative review was first given before the chance to resolve 
 NOTE: Below tags are for computer algorithm, not for human reference, exact product please refer to above images for accuracy 
 #headphones #headphone #headset #headset #bluetooth #wireless headset #wireless #wireless headphones #bluetooth headset #bluetooth headphones #wireless headset with mic #wireless headphone with mic #bluetooth headphones with mic #gaming headphones 
 Tags 
 headphones, headphone, head phone, headphones with mic, headset, headset with mic, gaming headset, bluetooth headphones, bluetooth headphones with mic, gaming headphones, noise cancelling headphones, wireless headphones, wireless headphones with mic, bluetooth headsets, wireless headsets with mic, gaming headphones",
c7340ef5-632f-423e-b361-8ad538e0a34e,1c066884-5997-4b64-960a-ce89c5196fcf,Online Singapore - Sony MDR-ZX110 Headphones - without Mic,1,0,4.9,78,242,$29.00,4537 pieces available,Favorite (151),"* Local Authorized Dealer
* One Year Local Warranty from Sony Singapore
* Colour: Black / Pink / White

When you’re on the move, listen to tunes in clear, balanced sound with the MDR-ZX110 headphones featuring dynamic 1.38 in drivers. Cushioned earpads give you extra comfort on the go. 

Key Features
1.38 in dome drivers for balanced sound
High-energy neodymium magnets deliver powerful sound
12 Hz–22 kHz frequency range
Padded earcups for comfortable listening
Choice of colors to suit your style",
